Unnamed: 0,abstract,author1,author2,author3,author4,author5,author6,author7,author8,author9,author10,author11,author12,author13,citation,journal/conference/book,keyword1,keyword2,keyword3,keyword4,keyword5,keyword6,keyword7,keyword8,keyword9,keyword10,keyword11,keyword12,keyword13,keyword14,keyword15,keyword16,keyword17,keyword18,keyword19,keyword20,keyword21,keyword22,publish time,title
Row_206,"Urban renewal was a project of the American government that aimed to reconstruct poorly-managed neighborhoods. Because community-level data that shows underlying mechanisms of urban renewal has not been curated systematically, due to the complexity and volume of relevant archival collections, we aim to digitally curate property acquisition documents from the urban renewal projects that affected the Southside neighborhood of Asheville, North Carolina, in the form of a map-based, interactive web application. This paper presents part of the interview analysis to understand how Asheville citizens of different generations remember their neighborhood before and after the gentrifications that they have experienced. The result of this analysis provides design implications for the archival system we are developing by revealing generation-driven value structures of potential users.",Myeong Lee,"Peterson, M.E.","Dam, T.","Challa, B.","Robinson, P.",,,,,,,,,1,"Diversity, Divergence, Dialogue. 16th International Conference, iConference 2021. Proceedings. Lecture Notes in Computer Science (LNCS 12646)",,,,,,,,,,,,,,,,,,,,,,,2021,Multi-generational Stories of Urban Renewal: Preliminary Interviews for Map-Based Storytelling
Row_207,,"Strickland, R",,,,,,,,,,,,,1,Health Forum journal,,,,,,,,,,,,,,,,,,,,,,,2000 Jan-Feb,Nurturing a new mental model.
Row_208,"The paper reviews the manner in which urban planning in Dublin has changed in response to central government urban renewal initiatives and an increasing ethos of entrepreneurialism within the local authority of Dublin Corporation. The paper outlines the marginalization of local planning functions and the undermining of planning powers through the establishment of special purpose renewal agencies. Dublin Corporation planners have consequently sought refuge in integrated micro-area planning, marking a shift in philosophy regarding the appropriate role for planning in the context of entrepreneurial governance. The paper provides an empirical account of the relationship between changing approaches to urban renewal and the evolution of local planning practice, noting the challenges and opportunities for urban planning created by altered governance structures and approaches.","McGuirk, PM","MacLaran, A",,,,,,,,,,,,63,EUROPEAN PLANNING STUDIES,,,,,,,,,,,,,,,,,,,,,,,JUN 2001,Changing approaches to urban planning in an 'Entrepreneurial city': The case of Dublin
Row_209,,"Wershow, H J",,,,,,,,,,,,,4,JAMA,,,,,,,,,,,,,,,,,,,,,,,1971-Mar-22,Pathogenesis of urban slums.
Row_210,"Urban renewal projects seek mainly to address improvements in the quality of life. However, this is more often linked to economic gain upgrading of cultural and retail provision to business and residential attraction. The emphasis is on physical renewal, which leads to gentrification, displacement and social problems. Nguyen (1) adds socio-cultural sustainability to the three main aspects of sustainability The definition of community development includes culturally-determined actions and roles of people in society. Culture, therefore, runs through the other three sustainability concepts.The aim of this article is to examine socio-cultural sustainability in a historical case area - one of the oldest districts in Istanbul: Beyoglu. Beyoglu has undergone a number of partial urban renewal and gentrification projects over the last 30 years. The case area is largely surrounded by these partial urban renewal projects. It is assumed that the area will be affected by the dynamics of its surroundings.The methodology of this study includes an area survey, questionnaires, photographs, interviews and information from secondary data.The findings from this study provide a discussion of ways for creating socio-culturally sustainable communities and its findings can be generalized for similar cases.The introduction to the article includes definitions of socio-cultural sustainability in urban renewal and its effects on communities. The next stage includes a case study and its results. The last stage includes an evaluation of the findings and suggestions for future improvements.","Turk, Suheyla",,,,,,,,,,,,,0,PROCEEDINGS OF THE 6TH KNOWLEDGE CITIES WORLD SUMMIT (KCWS 2013),Gentrification,historical areas,socio-culturally sustainable communities,urban renewal,,,,,,,,,,,,,,,,,,,2013,MEASURES FOR ACHIEVING SOCIO-CULTURALLY SUSTAINABLE COMMUNITIES IN A HISTORICAL PART OF ISTANBUL
Row_211,,"Fuentes, M A",,,,,,,,,,,,,0,Modern healthcare,,,,,,,,,,,,,,,,,,,,,,,1992-Jan-06,Investing in survival in the inner city.
Row_212,,"Maziarka, S",,,,,,,,,,,,,0,Roczniki Panstwowego Zakladu Higieny,,,,,,,,,,,,,,,,,,,,,,,1979,[Current problems of environmental hygiene].
Row_213,"This paper argues that, in Hong Kong, urban renewal partially mitigates negative residential displacement outcomes. Theoretical underpinnings, rationale, and research methodology used to study the cause and effect of urban redevelopment are presented, Baseline information on the scope and nature of redevelopment in Hong Kong reveals that approximately 1.5 buildings a day have been demolished over the last IO years. Evidence from empirical characterization and correlation analysis by district supports production and class variables as determinants of redevelopment. Projections based on building-demolition data, combined with older housing estate populations, suggest that the rate of redevelopment-led displacement is 14,000 urban dwellers annually. Outlined are renewal policies aimed at social equity in redevelopment, better zoning, and public-private development agency cooperation. Case studies of households experiencing urban renewal show that, in spatial, economic, and social terms, the outcome appears to be favorable for 55% of those displaced. Local influences of cause and outcomes of redevelopment are rapid economic growth, mass public housing provisions. and low unemployment differentials between various locations in the Territory. Directions for future policy and research are suggested.","Susnik, A","Ganesan, S",,,,,,,,,,,,22,URBAN GEOGRAPHY,,,,,,,,,,,,,,,,,,,,,,,MAY 16 1997,Urban renewal and displacement in Hong Kong
Row_214,,"Franklin, M","Boddy, F A",,,,,,,,,,,,1,Health bulletin,,,,,,,,,,,,,,,,,,,,,,,1973-May,Woodside Health Centre. Geographical distribution of patients.
Row_215,,"Fernandez de Rota, J A",,,,,,,,,,,,,0,Revista de antropologia social,,,,,,,,,,,,,,,,,,,,,,,2001,[Ethnographic methodology of urban history].
Row_216,,"Younger, T",,,,,,,,,,,,,0,The Health service journal,,,,,,,,,,,,,,,,,,,,,,,2000-Jun,Let's get together.
Row_217,,"Hauser, S",,,,,,,,,,,,,2,Jahrbuch fur Wirtschaftsgeschichte,,,,,,,,,,,,,,,,,,,,,,,2001,Derelict land in European cities. Concepts and designs 1960-2000.
Row_218,,"BENNETT, R",,,,,,,,,,,,,0,AREA,,,,,,,,,,,,,,,,,,,,,,,JUN 1990,URBAN-RENEWAL AND REGIONAL-DEVELOPMENT
Row_219,"Due to the complexity of stakeholder relationships, social conflicts related to unbalanced benefit distribution hinder the implementation of urban renewal. Based on game theory, this study investigates the bargaining process between developers and residents concerning benefit distribution and considers the government's role in achieving through various regulatory strategies the goals of either fairness or efficiency. The fairness-efficiency solution for both stakeholders in the model is the symmetric Nash bargaining solution with equal information. Urban renewal in China is gradually changing from being efficiency oriented to being fairness oriented, while the issues of vague property boundaries and defective articles remain. To promote cooperation and reduce negotiation costs, the simplification of administration procedures, the establishment of information sharing mechanisms and the introduction of third-party agencies to ensure harmony between developers and residents is recommended.","Liu, Guiwen","Wei, Lizhen","Gu, Jianping","Zhou, Tao","Liu, Yong",,,,,,,,,82,CITIES,Urban renewal,Game theory,Efficiency,Fairness,PUBLIC ENGAGEMENT,PROPERTY-RIGHTS,REDEVELOPMENT,CITY,REGENERATION,LAND,GUANGZHOU,VILLAGE,SHENZHEN,POLICY,,,,,,,,,JAN 2020,Benefit distribution in urban renewal from the perspectives of efficiency and fairness: A game theoretical model and the government's role in China
Row_220,"Abkouh, an informal settlement in the center of Mashhad, was designated as an urban renewal zone in order to be integrated functionally and economically with its surrounding. In the context of community's resistance to the project, this article investigates different tactics adopted by the local state to manage residents' discontents. The latter is described in different ""technologies of inclusion"" from compensation to cooperation and empowerment, which could be at the same time pro-market and communitarian. Each tactic was in response to community's discontents with the aim of advancing the renewal plan on the one hand and (peacefully) demobilizing residents on the other hand. The case of Abkouh indicates that grassroots mobilization against urban renewal does not necessarily fall into the dichotomy of either opposing or aligning with neoliberalism, because these two trajectories often converge through the state's technologies of inclusion. This fact limits the collective mobilization capacity of the community and enables the local state to control the particularistic concerns of residents through the use of divide-and-conquer tactics.","Maroufi, Hossein","Baratzadeh, Fatemeh","Sabouri, Atieh",,,,,,,,,,,1,JOURNAL OF URBAN AFFAIRS,Technologies of inclusion,urban renewal,Mashhad,grassroots resistance,neoliberalism,SOCIAL-MOVEMENTS,CIVIC GOVERNMENTALITY,CITY,COPRODUCTION,REGENERATION,POLITICS,STRUGGLE,CITIES,RIGHTS,REFORM,,,,,,,,MAR 2023,"Technologies of inclusion in the frontier of urban renewal: State responses to community resistance in Abkouh neighborhood, Mashhad, Iran"
